SF,Pattern,query_number,Run,visual_name,p50
100,Direct_Query,3,2,Slicer,45.60518264770508
100,Direct_Query,3,3,Slicer,42.96445846557617
100,Direct_Query,4,1,Catalog Revenue Ranked by Promotion,2233.492612838745
100,Direct_Query,4,2,Catalog Revenue Ranked by Promotion,2213.1316661834717
100,Direct_Query,4,3,Catalog Revenue Ranked by Promotion,1783.9422225952148
100,Direct_Query,5,1,Card,2030.1170349121094
100,Direct_Query,5,2,Card,2113.9492988586426
100,Direct_Query,5,3,Card,1669.248342514038
100,Direct_Query,6,1,Store Revenue Time Analysis,5019.001483917236
100,Direct_Query,6,2,Store Revenue Time Analysis,8328.848838806152
100,Direct_Query,6,3,Store Revenue Time Analysis,5911.591053009033
100,Direct_Query,7,1,Slicer,579.6406269073486
100,Direct_Query,7,2,Slicer,564.1438961029053
100,Direct_Query,7,3,Slicer,496.4449405670166
100,Direct_Query,8,1,Slicer,497.7118968963623
100,Direct_Query,8,2,Slicer,546.6632843017578
100,Direct_Query,8,3,Slicer,480.88788986206055
100,Direct_Query,9,1,Catalog Sales Quantity YoY,3950.3438472747803
100,Direct_Query,9,2,Catalog Sales Quantity YoY,4393.563747406006
100,Direct_Query,9,3,Catalog Sales Quantity YoY,4441.3652420043945
100,Direct_Query,10,1,Store Profit % Split by Category,2004.9540996551514
100,Direct_Query,10,2,Store Profit % Split by Category,1774.7626304626465
100,Direct_Query,10,3,Store Profit % Split by Category,1808.746099472046
100,Direct_Query,11,1,Slicer,43.60628128051758
100,Direct_Query,11,2,Slicer,43.843746185302734
100,Direct_Query,11,3,Slicer,41.52226448059082
100,Direct_Query,12,1,Catalog Revenue Ranked by Promotion,1746.6936111450195
100,Direct_Query,12,2,Catalog Revenue Ranked by Promotion,1654.3426513671875
100,Direct_Query,12,3,Catalog Revenue Ranked by Promotion,1660.4502201080322
100,Direct_Query,13,1,Card,1902.921438217163
100,Direct_Query,13,2,Card,1878.2837390899658
100,Direct_Query,13,3,Card,1581.8727016448975
100,Direct_Query,14,1,Store Revenue Time Analysis,5094.788551330566
100,Direct_Query,14,2,Store Revenue Time Analysis,6561.331987380981
100,Direct_Query,14,3,Store Revenue Time Analysis,5550.810098648071
100,Direct_Query,15,1,Slicer,507.1399211883545
100,Direct_Query,15,2,Slicer,523.1893062591553
100,Direct_Query,15,3,Slicer,475.25668144226074
100,Direct_Query,16,1,Slicer,519.8392868041992
100,Direct_Query,16,2,Slicer,539.046049118042
100,Direct_Query,16,3,Slicer,548.0544567108154
100,Direct_Query,17,1,Slicer,570.0719356536865
100,Direct_Query,17,2,Slicer,490.16499519348145
100,Direct_Query,17,3,Slicer,427.4263381958008
100,Direct_Query,18,1,Slicer,549.389123916626
100,Direct_Query,18,2,Slicer,502.0182132720947
100,Direct_Query,18,3,Slicer,451.7366886138916
100,Direct_Query,19,1,Catalog Sales Quantity YoY,4474.813222885132
100,Direct_Query,19,2,Catalog Sales Quantity YoY,4520.654678344727
100,Direct_Query,19,3,Catalog Sales Quantity YoY,4179.938077926636
100,Direct_Query,20,1,Store Profit % Split by Category,1925.844430923462
100,Direct_Query,20,2,Store Profit % Split by Category,1805.0334453582764
100,Direct_Query,20,3,Store Profit % Split by Category,1656.33225440979
100,Direct_Query,21,1,Slicer,41.44024848937988
100,Direct_Query,21,2,Slicer,42.59443283081055
100,Direct_Query,21,3,Slicer,56.55026435852051
100,Direct_Query,22,1,Catalog Revenue Ranked by Promotion,1949.1467475891113
100,Direct_Query,22,2,Catalog Revenue Ranked by Promotion,1961.4934921264648
100,Direct_Query,22,3,Catalog Revenue Ranked by Promotion,2107.205390930176
100,Direct_Query,23,1,Card,1888.7393474578857
100,Direct_Query,23,2,Card,1766.9732570648193
100,Direct_Query,23,3,Card,1616.1279678344727
100,Direct_Query,24,1,Store Revenue Time Analysis,5772.138357162476
100,Direct_Query,24,2,Store Revenue Time Analysis,4762.526512145996
100,Direct_Query,24,3,Store Revenue Time Analysis,5795.645236968994
100,fab_dl,1,1,Catalog Sales Quantity YoY,16042.619705200195
100,fab_dl,1,2,Catalog Sales Quantity YoY,396.93665504455566
100,fab_dl,1,3,Catalog Sales Quantity YoY,444.9613094329834
100,fab_dl,2,1,Store Profit % Split by Category,26301.653385162354
100,fab_dl,2,2,Store Profit % Split by Category,284.32488441467285
100,fab_dl,2,3,Store Profit % Split by Category,295.4518795013428
100,fab_dl,3,1,Slicer,163.4669303894043
100,fab_dl,3,2,Slicer,39.244651794433594
100,fab_dl,3,3,Slicer,40.935516357421875
100,fab_dl,4,1,Catalog Revenue Ranked by Promotion,16130.91516494751
100,fab_dl,4,2,Catalog Revenue Ranked by Promotion,225.36945343017578
100,fab_dl,4,3,Catalog Revenue Ranked by Promotion,259.34791564941406
100,fab_dl,5,1,Card,7063.472270965576
100,fab_dl,5,2,Card,198.1518268585205
100,fab_dl,5,3,Card,224.84374046325684
100,fab_dl,6,1,Store Revenue Time Analysis,19323.922157287598
100,fab_dl,6,2,Store Revenue Time Analysis,1572.0324516296387
100,fab_dl,6,3,Store Revenue Time Analysis,2139.310836791992
100,fab_dl,7,1,Slicer,39.46352005004883
100,fab_dl,7,2,Slicer,41.39137268066406
100,fab_dl,7,3,Slicer,46.9970703125
100,fab_dl,8,1,Slicer,40.82918167114258
100,fab_dl,8,2,Slicer,42.01149940490723
100,fab_dl,8,3,Slicer,46.38814926147461
100,fab_dl,9,1,Catalog Sales Quantity YoY,347.66173362731934
100,fab_dl,9,2,Catalog Sales Quantity YoY,255.16653060913086
100,fab_dl,9,3,Catalog Sales Quantity YoY,315.1979446411133
100,fab_dl,10,1,Store Profit % Split by Category,4070.9452629089355
100,fab_dl,10,2,Store Profit % Split by Category,135.99109649658203
100,fab_dl,10,3,Store Profit % Split by Category,168.95365715026855
100,fab_dl,11,1,Slicer,54.05449867248535
100,fab_dl,11,2,Slicer,40.37308692932129
100,fab_dl,11,3,Slicer,40.39812088012695
100,fab_dl,12,1,Catalog Revenue Ranked by Promotion,525.6719589233398
100,fab_dl,12,2,Catalog Revenue Ranked by Promotion,144.23179626464844
100,fab_dl,12,3,Catalog Revenue Ranked by Promotion,185.95051765441895
100,fab_dl,13,1,Card,218.55950355529785
100,fab_dl,13,2,Card,132.94339179992676
100,fab_dl,13,3,Card,150.63881874084473
100,fab_dl,14,1,Store Revenue Time Analysis,1436.2311363220215
100,fab_dl,14,2,Store Revenue Time Analysis,485.9907627105713
100,fab_dl,14,3,Store Revenue Time Analysis,616.0902976989746
100,fab_dl,15,1,Slicer,38.74063491821289
100,fab_dl,15,2,Slicer,42.293548583984375
100,fab_dl,15,3,Slicer,42.150020599365234
100,fab_dl,16,1,Slicer,39.162397384643555
100,fab_dl,16,2,Slicer,39.17217254638672
100,fab_dl,16,3,Slicer,45.124053955078125
100,fab_dl,17,1,Slicer,38.6202335357666
100,fab_dl,17,2,Slicer,41.478633880615234
100,fab_dl,17,3,Slicer,41.11313819885254
100,fab_dl,18,1,Slicer,40.239572525024414
100,fab_dl,18,2,Slicer,39.559364318847656
100,fab_dl,18,3,Slicer,43.164730072021484
100,fab_dl,19,1,Catalog Sales Quantity YoY,6416.0315990448
100,fab_dl,19,2,Catalog Sales Quantity YoY,311.9311332702637
100,fab_dl,19,3,Catalog Sales Quantity YoY,396.9137668609619
100,fab_dl,20,1,Store Profit % Split by Category,211.30919456481934
100,fab_dl,20,2,Store Profit % Split by Category,135.6828212738037
100,fab_dl,20,3,Store Profit % Split by Category,140.99526405334473
100,fab_dl,21,1,Slicer,39.82806205749512
100,fab_dl,21,2,Slicer,38.14578056335449
100,fab_dl,21,3,Slicer,38.36941719055176
100,fab_dl,22,1,Catalog Revenue Ranked by Promotion,305.0518035888672
100,fab_dl,22,2,Catalog Revenue Ranked by Promotion,171.95963859558105
100,fab_dl,22,3,Catalog Revenue Ranked by Promotion,192.3232078552246
100,fab_dl,23,1,Card,161.74697875976562
100,fab_dl,23,2,Card,132.86280632019043
100,fab_dl,23,3,Card,147.11618423461914
100,fab_dl,24,1,Store Revenue Time Analysis,978.6286354064941
100,fab_dl,24,2,Store Revenue Time Analysis,452.2395133972168
100,fab_dl,24,3,Store Revenue Time Analysis,499.2794990539551
1000,DB_Composite Model,1,1,Catalog Sales Quantity YoY,15300.599575042725
1000,DB_Composite Model,1,2,Catalog Sales Quantity YoY,174.92151260375977
1000,DB_Composite Model,1,3,Catalog Sales Quantity YoY,159.00158882141113
1000,DB_Composite Model,2,1,Store Profit % Split by Category,200.92391967773438
1000,DB_Composite Model,2,2,Store Profit % Split by Category,64.4831657409668
1000,DB_Composite Model,2,3,Store Profit % Split by Category,53.499460220336914
1000,DB_Composite Model,3,1,Slicer,128.51405143737793
1000,DB_Composite Model,3,2,Slicer,56.7479133605957
1000,DB_Composite Model,3,3,Slicer,44.72851753234863
1000,DB_Composite Model,4,1,Catalog Revenue Ranked by Promotion,288.68699073791504
1000,DB_Composite Model,4,2,Catalog Revenue Ranked by Promotion,103.77168655395508
1000,DB_Composite Model,4,3,Catalog Revenue Ranked by Promotion,89.42627906799316
1000,DB_Composite Model,5,1,Card,7145.632743835449
1000,DB_Composite Model,5,2,Card,2268.3568000793457
1000,DB_Composite Model,5,3,Card,1749.2854595184326
1000,DB_Composite Model,6,1,Store Revenue Time Analysis,179.44765090942383
1000,DB_Composite Model,6,2,Store Revenue Time Analysis,177.6566505432129
1000,DB_Composite Model,6,3,Store Revenue Time Analysis,178.4203052520752
1000,DB_Composite Model,7,1,Slicer,45.06874084472656
1000,DB_Composite Model,7,2,Slicer,46.67353630065918
1000,DB_Composite Model,7,3,Slicer,46.08941078186035
1000,DB_Composite Model,8,1,Slicer,48.734426498413086
1000,DB_Composite Model,8,2,Slicer,54.98695373535156
1000,DB_Composite Model,8,3,Slicer,46.94247245788574
1000,DB_Composite Model,9,1,Catalog Sales Quantity YoY,116.71257019042969
1000,DB_Composite Model,9,2,Catalog Sales Quantity YoY,117.14768409729004
1000,DB_Composite Model,9,3,Catalog Sales Quantity YoY,119.85087394714355
1000,DB_Composite Model,10,1,Store Profit % Split by Category,1998.655080795288
1000,DB_Composite Model,10,2,Store Profit % Split by Category,2182.8317642211914
1000,DB_Composite Model,10,3,Store Profit % Split by Category,1825.6869316101074
1000,DB_Composite Model,11,1,Slicer,47.04451560974121
1000,DB_Composite Model,11,2,Slicer,45.63021659851074
1000,DB_Composite Model,11,3,Slicer,46.050071716308594
1000,DB_Composite Model,12,1,Catalog Revenue Ranked by Promotion,79.69355583190918
1000,DB_Composite Model,12,2,Catalog Revenue Ranked by Promotion,73.16994667053223
1000,DB_Composite Model,12,3,Catalog Revenue Ranked by Promotion,73.03667068481445
1000,DB_Composite Model,13,1,Card,1699.516773223877
1000,DB_Composite Model,13,2,Card,1823.044776916504
1000,DB_Composite Model,13,3,Card,1723.9606380462646
1000,DB_Composite Model,14,1,Store Revenue Time Analysis,10255.212783813477
1000,DB_Composite Model,14,2,Store Revenue Time Analysis,3147.326707839966
1000,DB_Composite Model,14,3,Store Revenue Time Analysis,3150.538682937622
1000,DB_Composite Model,15,1,Slicer,108.4601879119873
1000,DB_Composite Model,15,2,Slicer,44.98791694641113
1000,DB_Composite Model,15,3,Slicer,48.37393760681152
1000,DB_Composite Model,16,1,Slicer,80.56974411010742
1000,DB_Composite Model,16,2,Slicer,48.26974868774414
1000,DB_Composite Model,16,3,Slicer,43.161869049072266
1000,DB_Composite Model,17,1,Slicer,79.0853500366211
1000,DB_Composite Model,17,2,Slicer,44.05403137207031
1000,DB_Composite Model,17,3,Slicer,45.54867744445801
1000,DB_Composite Model,18,1,Slicer,67.34967231750488
1000,DB_Composite Model,18,2,Slicer,44.79718208312988
1000,DB_Composite Model,18,3,Slicer,45.94993591308594
1000,DB_Composite Model,19,1,Catalog Sales Quantity YoY,2336.610794067383
1000,DB_Composite Model,19,2,Catalog Sales Quantity YoY,2101.985216140747
1000,DB_Composite Model,19,3,Catalog Sales Quantity YoY,2210.421085357666
1000,DB_Composite Model,20,1,Store Profit % Split by Category,1875.4327297210693
1000,DB_Composite Model,20,2,Store Profit % Split by Category,1844.8407649993896
1000,DB_Composite Model,20,3,Store Profit % Split by Category,1757.737636566162
1000,DB_Composite Model,21,1,Slicer,62.40725517272949
1000,DB_Composite Model,21,2,Slicer,45.63307762145996
1000,DB_Composite Model,21,3,Slicer,46.55957221984863
1000,DB_Composite Model,22,1,Catalog Revenue Ranked by Promotion,2206.1281204223633
1000,DB_Composite Model,22,2,Catalog Revenue Ranked by Promotion,1959.9833488464355
1000,DB_Composite Model,22,3,Catalog Revenue Ranked by Promotion,1961.979866027832
1000,DB_Composite Model,23,1,Card,2062.1414184570312
1000,DB_Composite Model,23,2,Card,1694.880723953247
1000,DB_Composite Model,23,3,Card,1660.4938507080078
1000,DB_Composite Model,24,1,Store Revenue Time Analysis,2765.4738426208496
1000,DB_Composite Model,24,2,Store Revenue Time Analysis,2828.0951976776123
1000,DB_Composite Model,24,3,Store Revenue Time Analysis,2072.8182792663574
1000,Direct_Query,1,1,Catalog Sales Quantity YoY,22680.828094482422
1000,Direct_Query,1,2,Catalog Sales Quantity YoY,6843.198776245117
1000,Direct_Query,1,3,Catalog Sales Quantity YoY,5306.597948074341
1000,Direct_Query,2,1,Store Profit % Split by Category,6310.9450340271
1000,Direct_Query,2,2,Store Profit % Split by Category,2378.4055709838867
1000,Direct_Query,2,3,Store Profit % Split by Category,2043.2250499725342
1000,Direct_Query,3,1,Slicer,47.61552810668945
1000,Direct_Query,3,2,Slicer,45.12596130371094
1000,Direct_Query,3,3,Slicer,45.95756530761719
1000,Direct_Query,4,1,Catalog Revenue Ranked by Promotion,3426.8171787261963
1000,Direct_Query,4,2,Catalog Revenue Ranked by Promotion,2111.128568649292
1000,Direct_Query,4,3,Catalog Revenue Ranked by Promotion,1748.98099899292
1000,Direct_Query,5,1,Card,5645.962476730347
1000,Direct_Query,5,2,Card,2327.5275230407715
1000,Direct_Query,5,3,Card,1883.8074207305908
1000,Direct_Query,6,1,Store Revenue Time Analysis,9115.92721939087
1000,Direct_Query,6,2,Store Revenue Time Analysis,7021.280527114868
1000,Direct_Query,6,3,Store Revenue Time Analysis,8338.286638259888
1000,Direct_Query,7,1,Slicer,636.1207962036133
1000,Direct_Query,7,2,Slicer,492.65217781066895
1000,Direct_Query,7,3,Slicer,516.4730548858643
1000,Direct_Query,8,1,Slicer,583.0273628234863
1000,Direct_Query,8,2,Slicer,601.6290187835693
1000,Direct_Query,8,3,Slicer,483.5989475250244
1000,Direct_Query,9,1,Catalog Sales Quantity YoY,4445.058345794678
1000,Direct_Query,9,2,Catalog Sales Quantity YoY,4555.202007293701
1000,Direct_Query,9,3,Catalog Sales Quantity YoY,4434.475421905518
1000,Direct_Query,10,1,Store Profit % Split by Category,2180.6118488311768
1000,Direct_Query,10,2,Store Profit % Split by Category,1863.5892868041992
1000,Direct_Query,10,3,Store Profit % Split by Category,1776.8750190734863
1000,Direct_Query,11,1,Slicer,46.02932929992676
1000,Direct_Query,11,2,Slicer,45.094966888427734
1000,Direct_Query,11,3,Slicer,44.68941688537598
1000,Direct_Query,12,1,Catalog Revenue Ranked by Promotion,1962.4361991882324
1000,Direct_Query,12,2,Catalog Revenue Ranked by Promotion,1805.9072494506836
1000,Direct_Query,12,3,Catalog Revenue Ranked by Promotion,1758.737325668335
1000,Direct_Query,13,1,Card,2155.690908432007
1000,Direct_Query,13,2,Card,1879.8303604125977
1000,Direct_Query,13,3,Card,1632.814884185791
1000,Direct_Query,14,1,Store Revenue Time Analysis,5183.741092681885
1000,Direct_Query,14,2,Store Revenue Time Analysis,6669.98815536499
1000,Direct_Query,14,3,Store Revenue Time Analysis,6191.900253295898
1000,Direct_Query,15,1,Slicer,624.7456073760986
1000,Direct_Query,15,2,Slicer,522.6912498474121
1000,Direct_Query,15,3,Slicer,506.21700286865234
1000,Direct_Query,16,1,Slicer,560.3072643280029
1000,Direct_Query,16,2,Slicer,504.3911933898926
1000,Direct_Query,16,3,Slicer,531.2204360961914
1000,Direct_Query,17,1,Slicer,626.539945602417
1000,Direct_Query,17,2,Slicer,483.3028316497803
1000,Direct_Query,17,3,Slicer,464.428186416626
1000,Direct_Query,18,1,Slicer,499.3927478790283
1000,Direct_Query,18,2,Slicer,529.0484428405762
1000,Direct_Query,18,3,Slicer,482.2983741760254
1000,Direct_Query,19,1,Catalog Sales Quantity YoY,4504.646301269531
1000,Direct_Query,19,2,Catalog Sales Quantity YoY,4760.902643203735
1000,Direct_Query,19,3,Catalog Sales Quantity YoY,4569.005489349365
1000,Direct_Query,20,1,Store Profit % Split by Category,1925.208568572998
1000,Direct_Query,20,2,Store Profit % Split by Category,1818.8953399658203
1000,Direct_Query,20,3,Store Profit % Split by Category,1883.7568759918213
1000,Direct_Query,21,1,Slicer,47.358036041259766
1000,Direct_Query,21,2,Slicer,46.75555229187012
1000,Direct_Query,21,3,Slicer,44.91615295410156
1000,Direct_Query,22,1,Catalog Revenue Ranked by Promotion,2224.336624145508
1000,Direct_Query,22,2,Catalog Revenue Ranked by Promotion,1949.7120380401611
1000,Direct_Query,22,3,Catalog Revenue Ranked by Promotion,1988.1165027618408
1000,Direct_Query,23,1,Card,1894.249677658081
1000,Direct_Query,23,2,Card,1772.047996520996
1000,Direct_Query,23,3,Card,1632.9240798950195
1000,Direct_Query,24,1,Store Revenue Time Analysis,5162.866592407227
1000,Direct_Query,24,2,Store Revenue Time Analysis,5974.831581115723
1000,Direct_Query,24,3,Store Revenue Time Analysis,6504.830121994019
1000,fab_dl,1,1,Catalog Sales Quantity YoY,53063.11273574829
1000,fab_dl,1,2,Catalog Sales Quantity YoY,20324.60045814514
1000,fab_dl,1,3,Catalog Sales Quantity YoY,22734.289169311523
1000,fab_dl,2,1,Store Profit % Split by Category,172563.90166282654
1000,fab_dl,2,2,Store Profit % Split by Category,70185.81223487854
1000,fab_dl,2,3,Store Profit % Split by Category,66886.46173477173
1000,fab_dl,3,1,Slicer,288.84387016296387
1000,fab_dl,3,2,Slicer,130.28240203857422
1000,fab_dl,3,3,Slicer,84.34462547302246
1000,fab_dl,4,1,Catalog Revenue Ranked by Promotion,91875.84114074707
1000,fab_dl,4,2,Catalog Revenue Ranked by Promotion,34633.68725776672
1000,fab_dl,4,3,Catalog Revenue Ranked by Promotion,53394.84977722168
1000,fab_dl,5,1,Card,52490.254163742065
1000,fab_dl,5,2,Card,32022.77183532715
1000,fab_dl,5,3,Card,62121.35672569275
1000,fab_dl,6,1,Store Revenue Time Analysis,147243.53528022766
1000,fab_dl,6,2,Store Revenue Time Analysis,110930.63855171204
1000,fab_dl,6,3,Store Revenue Time Analysis,113730.33809661865
1000,fab_dl,7,1,Slicer,778.8996696472168
1000,fab_dl,7,2,Slicer,122.5881576538086
1000,fab_dl,7,3,Slicer,622.5981712341309
1000,fab_dl,8,1,Slicer,73.72879981994629
1000,fab_dl,8,2,Slicer,90.96765518188477
1000,fab_dl,8,3,Slicer,371.0365295410156
1000,fab_dl,9,1,Catalog Sales Quantity YoY,24719.87509727478
1000,fab_dl,9,2,Catalog Sales Quantity YoY,30005.903005599976
1000,fab_dl,9,3,Catalog Sales Quantity YoY,43149.51467514038
1000,fab_dl,10,1,Store Profit % Split by Category,48131.90770149231
1000,fab_dl,10,2,Store Profit % Split by Category,34557.93213844299
1000,fab_dl,10,3,Store Profit % Split by Category,190913.0916595459
1000,fab_dl,11,1,Slicer,205.8999538421631
1000,fab_dl,11,2,Slicer,79.75649833679199
1000,fab_dl,11,3,Slicer,4887.248516082764
1000,fab_dl,12,1,Catalog Revenue Ranked by Promotion,34089.234590530396
1000,fab_dl,12,2,Catalog Revenue Ranked by Promotion,29322.65067100525
1000,fab_dl,12,3,Catalog Revenue Ranked by Promotion,58160.65287590027
1000,fab_dl,13,1,Card,35144.15693283081
1000,fab_dl,13,2,Card,29625.041961669922
1000,fab_dl,13,3,Card,30903.54561805725
1000,fab_dl,14,1,Store Revenue Time Analysis,60700.563192367554
1000,fab_dl,14,2,Store Revenue Time Analysis,54393.04208755493
1000,fab_dl,14,3,Store Revenue Time Analysis,101941.40005111694
1000,fab_dl,15,1,Slicer,111.1764907836914
1000,fab_dl,15,2,Slicer,102.87976264953613
1000,fab_dl,15,3,Slicer,290.78149795532227
1000,fab_dl,16,1,Slicer,97.77045249938965
1000,fab_dl,16,2,Slicer,108.75964164733887
1000,fab_dl,16,3,Slicer,84.56635475158691
1000,fab_dl,17,1,Slicer,109.20095443725586
1000,fab_dl,17,2,Slicer,80.56640625
1000,fab_dl,17,3,Slicer,80.77287673950195
1000,fab_dl,18,1,Slicer,152.4333953857422
1000,fab_dl,18,2,Slicer,106.27985000610352
1000,fab_dl,18,3,Slicer,78.36270332336426
1000,fab_dl,19,1,Catalog Sales Quantity YoY,36710.35814285278
1000,fab_dl,19,2,Catalog Sales Quantity YoY,62178.20143699646
1000,fab_dl,19,3,Catalog Sales Quantity YoY,51864.85242843628
1000,fab_dl,20,1,Store Profit % Split by Category,40202.54373550415
1000,fab_dl,20,2,Store Profit % Split by Category,76251.04403495789
1000,fab_dl,20,3,Store Profit % Split by Category,41169.18206214905
1000,fab_dl,21,1,Slicer,124.73773956298828
1000,fab_dl,21,2,Slicer,620.7661628723145
1000,fab_dl,21,3,Slicer,399.33276176452637
1000,fab_dl,22,1,Catalog Revenue Ranked by Promotion,25873.871326446533
1000,fab_dl,22,2,Catalog Revenue Ranked by Promotion,59259.63234901428
1000,fab_dl,22,3,Catalog Revenue Ranked by Promotion,37286.81492805481
1000,fab_dl,23,1,Card,31706.175088882446
1000,fab_dl,23,2,Card,71878.75509262085
1000,fab_dl,23,3,Card,90036.1692905426
1000,fab_dl,24,1,Store Revenue Time Analysis,77631.15668296814
1000,fab_dl,24,2,Store Revenue Time Analysis,92257.15589523315
1000,fab_dl,24,3,Store Revenue Time Analysis,180702.16178894043
